NFP,RBC,RBS,R_excursion,ZBC,ZBS,Z_excursion,aspect_ratio,class,configid,current_profile_data1,current_profile_data2,current_profile_type,current_specification,date_created,date_updated,description,deviceid,hashkey,iota_profile_data1,iota_profile_data2,iota_profile_type,m,major_radius,minor_radius,n,name,pressure_profile_data1,pressure_profile_data2,pressure_profile_type,provenance,stell_sym,toroidal_flux,total_toroidal_current,user_created,user_updated,volume,volume_averaged_B,volume_averaged_beta
1.0,"[ 3.99900000e+00  1.02600000e+00 -6.80000000e-02  2.47198095e-16
  2.42861287e-17 -2.35780091e-17  3.89082910e-17  5.36030669e-17
  2.08166817e-17 -9.71445147e-17  2.28777923e-18 -1.01736328e-17
  0.00000000e+00]",[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],2.0452,[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],"[[ 0.00000000e+00  1.58000000e+00  1.00000000e-02 -5.11743425e-17
  -2.88397778e-16  3.05172418e-16  1.40994995e-17 -1.29854401e-17
   6.22733925e-18  1.11022302e-16  8.35729296e-17  2.77555756e-17
   0.00000000e+00]]",3.1556,3.1179983437343255,AS,SOLOVEV,,,,iota,2024-03-06,2024-03-06,,False,,[ 0  2  4  6  8 10 12 14 16 18 20 22 24],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],power_series,[ 0  1  2  3  4  5  6  7  8  9 10 11 12],3.968221013508518,1.2726822069943464,[0 0 0 0 0 0 0 0 0 0 0 0 0],SOLOVEV,[ 0  2  4  6  8 10 12 14 16 18 20 22 24],"[ 0.125 -0.125  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.   ]",power_series,Example Equilibrium From DESC Repository desc/examples folder,True,1.0,440000.0,dpanici,yge,126.87192764523292,0.19874110367027992,3.8722690660599365e-06
1.0,"[ 3.99900000e+00  1.02600000e+00 -6.80000000e-02  2.47198095e-16
  2.42861287e-17 -2.35780091e-17  3.89082910e-17  5.36030669e-17
  2.08166817e-17 -9.71445147e-17  2.28777923e-18 -1.01736328e-17
  0.00000000e+00]",[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],2.0452,[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],"[[ 0.00000000e+00  1.58000000e+00  1.00000000e-02 -5.11743425e-17
  -2.88397778e-16  3.05172418e-16  1.40994995e-17 -1.29854401e-17
   6.22733925e-18  1.11022302e-16  8.35729296e-17  2.77555756e-17
   0.00000000e+00]]",3.1556,3.1179983437343255,1.5599,AS,SOLOVEV,,,,iota,2024-03-07,2024-03-07,,False,,[ 0  2  4  6  8 10 12 14 16 18 20 22 24],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],power_series,[ 0  1  2  3  4  5  6  7  8  9 10 11 12],3.968221013508518,1.2726822069943464,[0 0 0 0 0 0 0 0 0 0 0 0 0],SOLOVEV,[ 0  2  4  6  8 10 12 14 16 18 20 22 24],"[ 0.125 -0.125  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.   ]",power_series,Example Equilibrium From DESC Repository desc/examples folder,True,1.0,440000.0,dpanici,yge,126.87192764523292,0.19874110367027992,3.8722690660599365e-06
