D_Mercier,D_Mercier_max,D_Mercier_min,bdry_ratio,configid,current_profile,current_specification,date_created,date_updated,description,git_commit,initialization_method,inputfilename,iota_max,iota_min,iota_profile,l_grid,l_rad,m_grid,m_pol,n_grid,n_tor,outputfile,pressure_max,pressure_min,pressure_profile,profile_rho,provenance,user_created,user_updated,version
"[ 1.72820108e+32 -2.17285590e-04 -5.46687071e-05 -2.45598365e-05
 -1.40267690e-05 -9.15636567e-06 -6.51584732e-06 -4.92905054e-06
 -3.90571129e-06 -3.21603412e-06 -2.85891929e-06]",1.7282010803922432e+32,-0.0002172855902586865,1.0,SOLOVEV,"[     0.           4369.81663098  17482.87164886  39350.2108727
  69991.04133337 109434.01646774 157719.17472017 214900.61566946
 281050.05765374 356261.73230462 440659.85780693]",iota,2024-03-06,2024-03-06,,0.10.3+295.g7c8a04012,surface,SOLOVEV,1.0,1.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],36,24,18,12,0,0,SOLOVEV_output.h5,0.125,0.0,"[0.125   0.12375 0.12    0.11375 0.105   0.09375 0.08    0.06375 0.045
 0.02375 0.     ]",[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],Example Equilibrium From DESC Repository desc/examples folder,dpanici,yge,0.10.3+295.g7c8a04012
